Date,High,Low,Open,Close,Volume,Adj Close
2010/8/13,18.45000076,17.65999985,18.18000031,18.31999969,634000,18.31999969
2010/8/16,18.79999924,18.26000023,18.45000076,18.78000069,485800,18.78000069
2010/8/17,19.39999962,18.78000069,18.95999908,19.14999962,447900,19.14999962
2010/8/18,19.59000015,18.60000038,19.59000015,18.77000046,601300,18.77000046
2010/8/19,19.25,18.32999992,18.54000092,18.79000092,579100,18.79000092
2010/8/20,19.11000061,18.51000023,18.64999962,19.10000038,296000,19.10000038
2010/8/23,20.38999939,19,19.09000015,20.12999916,1088100,20.12999916
2010/8/24,19.70999908,18.95000076,19.25,19.20000076,673100,19.20000076
2010/8/25,19.97999954,18.55999947,19.15999985,19.89999962,503300,19.89999962
2010/8/26,20.27000046,19.60000038,19.88999939,19.75,433800,19.75
2010/8/27,19.87000084,19.5,19.75,19.70000076,379600,19.70000076
2010/8/30,20.19000053,19.61000061,19.70000076,19.87000084,732800,19.87000084
2010/8/31,19.79000092,19.32999992,19.65999985,19.47999954,201100,19.47999954
2010/9/1,20.69000053,19.60000038,19.62000084,20.45000076,494900,20.45000076
2010/9/2,21.23999977,20.30999947,20.37000084,21.05999947,487200,21.05999947
2010/9/3,21.29999924,20.65999985,20.87000084,21.04999924,434600,21.04999924
2010/9/7,21,20.5,20.61000061,20.54000092,243400,20.54000092
2010/9/8,20.95000076,20.60000038,20.65999985,20.89999962,288400,20.89999962
2010/9/9,21.04999924,20.69000053,21,20.70999908,376200,20.70999908
2010/9/10,20.93000031,19.76000023,20.75,20.17000008,386600,20.17000008
2010/9/13,20.89999962,20.5,20.88999939,20.71999931,360800,20.71999931
2010/9/14,21.60000038,20.53000069,20.54000092,21.12000084,654700,21.12000084
2010/9/15,22,20.79000092,20.97999954,21.97999954,684600,21.97999954
2010/9/16,23.15999985,20.84000015,22.14999962,20.94000053,2684500,20.94000053
2010/9/17,21.31999969,19.79999924,21.02000046,20.22999954,1198500,20.22999954
2010/9/20,21.35000038,20.15999985,20.67000008,21.05999947,947500,21.05999947
2010/9/21,21.54999924,20.67000008,20.88999939,20.77000046,796000,20.77000046
2010/9/22,20.95000076,19.79999924,20.87000084,19.87000084,962900,19.87000084
2010/9/23,20.13999939,19.5,19.88999939,19.55999947,668100,19.55999947
2010/9/24,20.19000053,19.64999962,19.95000076,20.10000038,578900,20.10000038
2010/9/27,20.80999947,20.04999924,20.39999962,20.53000069,418600,20.53000069
2010/9/28,21.48999977,20.76000023,21.04000092,21.39999962,1214500,21.39999962
2010/9/29,22.03000069,21.12999916,21.19000053,21.97999954,1969300,21.97999954
2010/9/30,22.14999962,20.19000053,22,20.40999985,2195800,20.40999985
2010/10/1,20.75,20.30999947,20.69000053,20.60000038,597700,20.60000038
2010/10/4,21.17000008,20.29999924,20.43000031,20.98999977,643600,20.98999977
2010/10/5,21.28000069,21.01000023,21.14999962,21.12000084,332000,21.12000084
2010/10/6,21.26000023,20.31999969,21.05999947,20.45999908,313400,20.45999908
2010/10/7,20.63999939,20.34000015,20.56999969,20.43000031,141000,20.43000031
2010/10/8,20.79000092,20.38999939,20.43000031,20.43000031,267800,20.43000031
2010/10/11,20.70000076,20.06999969,20.44000053,20.23999977,171200,20.23999977
2010/10/12,20.28000069,20.03000069,20.20000076,20.23999977,244000,20.23999977
2010/10/13,20.85000038,20.36000061,20.63999939,20.54000092,318200,20.54000092
2010/10/14,21.03000069,20.39999962,21,20.75,294800,20.75
2010/10/15,20.89999962,20.25,20.88999939,20.54000092,284700,20.54000092
2010/10/18,20.63999939,20.21999931,20.52000046,20.22999954,162800,20.22999954
2010/10/19,20.40999985,20,20.20000076,20.04999924,245200,20.04999924
2010/10/20,20.69000053,20.04000092,20.15999985,20.64999962,312500,20.64999962
2010/10/21,20.95000076,20.45000076,20.61000061,20.75,417100,20.75
2010/10/22,20.93000031,20.54999924,20.68000031,20.71999931,161100,20.71999931
2010/10/25,20.97999954,20.72999954,20.94000053,20.85000038,118500,20.85000038
2010/10/26,21.87000084,20.51000023,20.79999924,21.36000061,660900,21.36000061
2010/10/27,21.37999916,20.64999962,21.25,21,356500,21
2010/10/28,21.5,20.95999908,21.38999939,21.19000053,224200,21.19000053
2010/10/29,21.85000038,21.04999924,21.13999939,21.84000015,280600,21.84000015
2010/11/1,22.75,21.30999947,21.94000053,21.40999985,455800,21.40999985
2010/11/2,21.87999916,21.04999924,21.68000031,21.25,322500,21.25
2010/11/3,22.5,21.15999985,21.28000069,21.77000046,372600,21.77000046
2010/11/4,25.32999992,22.14999962,22.60000038,24.89999962,1874000,24.89999962
2010/11/5,24.96999931,23.71999931,24.87000084,24.44000053,1011000,24.44000053
2010/11/8,25,24.03000069,24.5,24.97999954,509500,24.97999954
2010/11/9,25.69000053,24.04999924,25,24.62999916,956400,24.62999916
2010/11/10,29.96999931,24.04999924,24.47999954,29.36000061,3060500,29.36000061
2010/11/11,29.10000038,27.32999992,28.60000038,28.04000092,1945300,28.04000092
2010/11/12,30.5,28.06999969,28.25,29.84000015,2729100,29.84000015
2010/11/15,32.93999863,30.21999931,30.21999931,30.79999924,2622900,30.79999924
2010/11/16,31.39999962,28.42000008,31,29.67000008,1347600,29.67000008
2010/11/17,30.75,28.61000061,30.20000076,29.48999977,750000,29.48999977
2010/11/18,30.73999977,28.92000008,30.67000008,29.88999939,956100,29.88999939
2010/11/19,31.37000084,29.70000076,30.15999985,30.98999977,1150500,30.98999977
2010/11/22,33.45000076,31.5,31.56999969,33.40000153,1529700,33.40000153
2010/11/23,35.68000031,32.18999863,33.29000092,34.56999969,1577800,34.56999969
2010/11/24,35.97000122,34.33000183,35.27000046,35.47000122,1425000,35.47000122
2010/11/26,36,34.75,35.59999847,35.31999969,350600,35.31999969
2010/11/29,35.95000076,33.33000183,35.40999985,34.33000183,1145600,34.33000183
2010/11/30,35.33000183,33.40999985,33.74000168,35.33000183,2222600,35.33000183
2010/12/1,36.41999817,33.45000076,35.86999893,34.34999847,1299200,34.34999847
2010/12/2,34.29999924,31.20000076,34.00999832,32.34999847,2007000,32.34999847
2010/12/3,32.25,30.87000084,32.00999832,31.48999977,1160100,31.48999977
2010/12/6,31.45000076,29.55999947,31.35000038,30.30999947,1274400,30.30999947
2010/12/7,32.40000153,30.04999924,30.48999977,31.55999947,1311300,31.55999947
2010/12/8,32.49000168,31.52000046,32.47999954,32.36999893,660000,32.36999893
2010/12/9,32.72000122,31.64999962,32.50999832,32.04999924,406000,32.04999924
2010/12/10,32.91999817,31.12999916,32.04999924,31.52000046,429400,31.52000046
2010/12/13,31.77000046,30.39999962,31.63999939,30.54999924,410400,30.54999924
2010/12/14,30.38999939,27.76000023,30.29000092,28.53000069,1765700,28.53000069
2010/12/15,29.96999931,28.53000069,28.67000008,29.60000038,742900,29.60000038
2010/12/16,30.90999985,29.64999962,30,30.80999947,790100,30.80999947
2010/12/17,31.54000092,30.70999908,31.34000015,31.36000061,813000,31.36000061
2010/12/20,32.18999863,31.26000023,31.63999939,31.70000076,523400,31.70000076
2010/12/21,32.68999863,31.70999908,31.79999924,32.25999832,777700,32.25999832
2010/12/22,32.86000061,31.70000076,32.25,32.63000107,833300,32.63000107
2010/12/23,32.47999954,29.92000008,31.26000023,30.09000015,1552600,30.09000015
2010/12/27,28.57999992,25.05999947,28.02000046,25.54999924,9301900,25.54999924
2010/12/28,26.75,25,25.85000038,26.40999985,4056300,26.40999985
2010/12/29,28.01000023,26.5,27.03000069,27.72999954,3319200,27.72999954
2010/12/30,27.89999962,26.37999916,27.70000076,26.5,2041100,26.5
2010/12/31,27.25,26.5,26.56999969,26.62999916,1417900,26.62999916
2011/1/3,27,25.89999962,26.84000015,26.62000084,1283000,26.62000084
2011/1/4,26.95000076,26.02000046,26.65999985,26.67000008,1187400,26.67000008
2011/1/5,26.89999962,26.19000053,26.47999954,26.82999992,1446700,26.82999992
2011/1/6,28,26.80999947,26.82999992,27.87999916,2061200,27.87999916
2011/1/7,28.57999992,27.89999962,28,28.23999977,2247900,28.23999977
2011/1/10,28.68000031,28.04999924,28.17000008,28.45000076,1342700,28.45000076
2011/1/11,28.70999908,26.92000008,28.59000015,26.95999908,1710200,26.95999908
2011/1/12,27.39999962,26.52000046,27.01000023,26.95999908,964400,26.95999908
2011/1/13,26.96999931,26.15999985,26.95999908,26.21999931,723600,26.21999931
2011/1/14,26.57999992,25.61000061,26.14999962,25.75,1192000,25.75
2011/1/18,25.63999939,24.75,25.47999954,25.63999939,1621700,25.63999939
2011/1/19,25.46999931,23.75,25.27000046,24.03000069,2371500,24.03000069
2011/1/20,24.45000076,22.37000084,24.03000069,22.62000084,2279900,22.62000084
2011/1/21,23.59000015,22.70999908,23.12000084,23.04000092,1217000,23.04000092
2011/1/24,24.80999947,23.22999954,23.53000069,24.48999977,1645100,24.48999977
2011/1/25,24.88999939,24.02000046,24.64999962,24.68000031,1271500,24.68000031
2011/1/26,24.87999916,24.10000038,24.70999908,24.75,1079900,24.75
2011/1/27,25.07999992,24.53000069,24.73999977,24.92000008,895700,24.92000008
2011/1/28,24.87999916,23.75,24.87999916,24.01000023,1048400,24.01000023
2011/1/31,24.12000084,23.5,24.04999924,24.10000038,830300,24.10000038
2011/2/1,24.72999954,23.54000092,24.30999947,23.90999985,707800,23.90999985
2011/2/2,24.18000031,23.67000008,24.15999985,23.94000053,569500,23.94000053
2011/2/3,23.89999962,23.14999962,23.81999969,23.62999916,512000,23.62999916
2011/2/4,23.67000008,23.21999931,23.44000053,23.45999908,544000,23.45999908
2011/2/7,23.26000023,22.87999916,23.26000023,23.06999969,895100,23.06999969
2011/2/8,25.25,23,23.78000069,24.48999977,3504900,24.48999977
2011/2/9,24.18000031,22.79000092,24.12999916,23.20999908,2635600,23.20999908
2011/2/10,23.63999939,22.80999947,23.26000023,23.21999931,836100,23.21999931
2011/2/11,23.75,22.94000053,23.25,23.25,634500,23.25
2011/2/14,24.13999939,23.04999924,23.63999939,23.07999992,1283100,23.07999992
2011/2/15,23.17000008,22.55999947,23.01000023,22.84000015,953700,22.84000015
2011/2/16,24.96999931,23.06999969,23.10000038,24.72999954,4115100,24.72999954
2011/2/17,25.48999977,23.54999924,24.62999916,23.60000038,2618400,23.60000038
2011/2/18,23.48999977,22.95999908,23.32999992,23.18000031,2370700,23.18000031
2011/2/22,23,21.78000069,22.87999916,21.87000084,2064600,21.87000084
2011/2/23,22.5,21.11000061,22.18000031,21.82999992,1605600,21.82999992
2011/2/24,22.57999992,21.5,21.78000069,22.53000069,1055300,22.53000069
2011/2/25,23.85000038,22.69000053,22.80999947,23.61000061,1346300,23.61000061
2011/2/28,24.10000038,23.5,23.73999977,23.88999939,1051200,23.88999939
2011/3/1,24.31999969,23.70000076,24.04999924,23.94000053,1106400,23.94000053
2011/3/2,24.28000069,23.72999954,23.81999969,24.02000046,663300,24.02000046
2011/3/3,24.79000092,24.05999947,24.47999954,24.36000061,640200,24.36000061
2011/3/4,24.98999977,23.78000069,24.47999954,24.95000076,1580100,24.95000076
2011/3/7,25.39999962,24.70000076,24.93000031,24.94000053,2033600,24.94000053
2011/3/8,24.95999908,24,24.60000038,24.65999985,1399900,24.65999985
2011/3/9,24.98999977,24.27000046,24.65999985,24.71999931,924800,24.71999931
2011/3/10,24.48999977,23.72999954,24.44000053,24.01000023,1017000,24.01000023
2011/3/11,24.25,23.53000069,23.85000038,24.06999969,930800,24.06999969
2011/3/14,24,23.20000076,23.81999969,23.25,1166000,23.25
2011/3/15,22.95999908,21.79999924,22.20000076,22.95000076,1318800,22.95000076
2011/3/16,23.25,22.69000053,22.86000061,22.81999969,1169700,22.81999969
2011/3/17,23.43000031,22.63999939,23.23999977,22.80999947,922600,22.80999947
2011/3/18,23.19000053,22.51000023,23.19000053,22.95999908,687900,22.95999908
2011/3/21,23.04999924,22.54000092,23.04999924,22.72999954,411700,22.72999954
2011/3/22,22.86000061,22,22.72999954,22.19000053,582900,22.19000053
2011/3/23,22.27000046,21.77000046,22.11000061,22.20999908,422800,22.20999908
2011/3/24,22.37999916,21.97999954,22.13999939,22.32999992,462200,22.32999992
2011/3/25,23,22.39999962,22.43000031,22.75,568000,22.75
2011/3/28,23.54000092,22.54999924,22.70000076,23.25,1058100,23.25
2011/3/29,24,23.20999908,23.29999924,23.92000008,755400,23.92000008
2011/3/30,24.48999977,23.01000023,24.11000061,23.70999908,1223300,23.70999908
2011/3/31,28.70999908,26.5,26.54999924,27.75,11517800,27.75
2011/4/1,28.18000031,26.56999969,27.45000076,26.65999985,2864800,26.65999985
2011/4/4,27,25.22999954,26.82999992,25.82999992,2609300,25.82999992
2011/4/5,27,25.69000053,25.89999962,26.70000076,3180900,26.70000076
2011/4/6,27.01000023,25.79999924,26.98999977,26.48999977,1288300,26.48999977
2011/4/7,27.94000053,26.45000076,26.85000038,27.23999977,2810300,27.23999977
2011/4/8,27.60000038,26.36000061,27.57999992,26.48999977,1946400,26.48999977
2011/4/11,26.53000069,25.02000046,26.46999931,25.27000046,1369400,25.27000046
2011/4/12,25.20999908,24.29999924,25.07999992,24.64999962,1357400,24.64999962
2011/4/13,25.69000053,24.80999947,25.12999916,24.93000031,1211500,24.93000031
2011/4/14,25.28000069,24.20000076,24.87000084,25.13999939,983400,25.13999939
2011/4/15,26.18000031,25.40999985,25.64999962,25.57999992,943500,25.57999992
2011/4/18,25.62000084,24.36000061,25.12999916,25.03000069,1033900,25.03000069
2011/4/19,25.26000023,24.64999962,25.26000023,25.15999985,548700,25.15999985
2011/4/20,26.09000015,25.29999924,25.70000076,25.75,837200,25.75
2011/4/21,26.97999954,25.59000015,25.85000038,26.73999977,1386100,26.73999977
2011/4/25,26.72999954,25.96999931,26.70000076,26.38999939,800900,26.38999939
2011/4/26,27.25,26.30999947,26.65999985,26.93000031,1400000,26.93000031
2011/4/27,27.36000061,26.62999916,26.93000031,27.07999992,996900,27.07999992
2011/4/28,27.69000053,26.71999931,27.06999969,27.65999985,1600000,27.65999985
2011/4/29,27.87000084,27.42000008,27.69000053,27.60000038,726000,27.60000038
2011/5/2,27.79999924,27.05999947,27.60000038,27.45000076,784600,27.45000076
2011/5/3,27.38999939,26.5,27.37999916,26.87000084,913900,26.87000084
2011/5/4,27,25.75,26.78000069,26.69000053,1044500,26.69000053
2011/5/5,27.44000053,26.17000008,27.20000076,26.44000053,1218500,26.44000053
2011/5/6,27.70000076,26.62000084,26.89999962,27.12000084,981700,27.12000084
2011/5/9,28,26.85000038,27,27.90999985,916400,27.90999985
2011/5/10,28.95000076,27.90999985,28.23999977,28.32999992,1535300,28.32999992
2011/5/11,28.29999924,26.92000008,28.20000076,27.06999969,962500,27.06999969
2011/5/12,27.73999977,26.64999962,27.06999969,27.67000008,628000,27.67000008
2011/5/13,28.19000053,27.29999924,28,27.54999924,661500,27.54999924
2011/5/16,27.98999977,26.54999924,27.98999977,26.60000038,755700,26.60000038
2011/5/17,27,25.71999931,27,25.95999908,1234200,25.95999908
2011/5/18,26.46999931,25.52000046,26.10000038,26.35000038,729500,26.35000038
2011/5/19,28.44000053,26.60000038,27.03000069,28.20000076,2655100,28.20000076
2011/5/20,28.28000069,27.35000038,28.26000023,27.96999931,842500,27.96999931
2011/5/23,27.62000084,26.62000084,27.62000084,26.81999969,863600,26.81999969
2011/5/24,27.5,26.60000038,27.02000046,26.71999931,613700,26.71999931
2011/5/25,29.01000023,26.17000008,26.89999962,28.97999954,4693100,28.97999954
2011/5/26,29.76000023,28.10000038,28.81999969,29.47999954,3336900,29.47999954
2011/5/27,29.67000008,28.81999969,29.54000092,29.54999924,1687100,29.54999924
2011/5/31,30.28000069,29.54999924,29.69000053,30.13999939,3290500,30.13999939
2011/6/1,30.10000038,28.37999916,30,28.52000046,1529900,28.52000046
2011/6/2,29.31999969,28.51000023,28.52000046,28.76000023,986300,28.76000023
2011/6/3,31.5,29.5,29.95000076,30.12999916,6209200,30.12999916
2011/6/6,30.12999916,28.26000023,30.10000038,28.70000076,2331100,28.70000076
2011/6/7,29.38999939,28.26000023,28.94000053,28.37000084,1222100,28.37000084
2011/6/8,28.60000038,27.02000046,28.44000053,27.12000084,1695900,27.12000084
2011/6/9,28.10000038,27.10000038,27.43000031,27.62000084,1603200,27.62000084
2011/6/10,28.29999924,27.35000038,27.52000046,27.86000061,1566600,27.86000061
2011/6/13,28.87999916,27.87999916,28.06999969,28.43000031,1713400,28.43000031
2011/6/14,29.70000076,28.52000046,28.54000092,28.60000038,1573400,28.60000038
2011/6/15,28.45000076,27.06999969,28.44000053,27.31999969,1345000,27.31999969
2011/6/16,28,25.73999977,27.67000008,26.5,1842200,26.5
2011/6/17,27.70000076,26.13999939,26.87000084,26.5,1714000,26.5
2011/6/20,26.45999908,25.5,26.29000092,26.01000023,1537800,26.01000023
2011/6/21,27.72999954,26,26.23999977,27.53000069,1496000,27.53000069
2011/6/22,28.25,27.10000038,27.37000084,27.20999908,1475600,27.20999908
2011/6/23,27.71999931,26.20999908,27.20000076,27.70999908,1170000,27.70999908
2011/6/24,27.96999931,27.26000023,27.63999939,27.56999969,3608500,27.56999969
2011/6/27,28.28000069,27.30999947,27.72999954,27.45999908,1809400,27.45999908
2011/6/28,28.25,27.67000008,27.79000092,28.11000061,889200,28.11000061
2011/6/29,29.09000015,28.06999969,28.5,28.29000092,1461800,28.29000092
2011/6/30,29.32999992,28.39999962,28.5,29.12999916,946700,29.12999916
2011/7/1,29.60000038,28.79999924,29.06999969,29.02000046,854900,29.02000046
2011/7/5,29.52000046,28.70999908,29.02000046,29.13999939,996000,29.13999939
2011/7/6,29.13999939,28.54999924,29.13999939,28.95999908,926900,28.95999908
2011/7/7,30,29.01000023,29.13999939,29.72999954,1327900,29.72999954
2011/7/8,29.88999939,28.59000015,29.88999939,28.80999947,1240600,28.80999947
2011/7/11,28.53000069,28,28.39999962,28.35000038,975800,28.35000038
2011/7/12,29.09000015,28,28.37000084,28.17000008,1045400,28.17000008
2011/7/13,29.03000069,27.89999962,28.43000031,28.63999939,1066000,28.63999939
2011/7/14,28.95999908,27.25,28.53000069,27.61000061,1159000,27.61000061
2011/7/15,27.82999992,27.39999962,27.79000092,27.57999992,709000,27.57999992
2011/7/18,27.45000076,26.62999916,27.34000015,27.22999954,851900,27.22999954
2011/7/19,28.11000061,27.54000092,27.57999992,27.88999939,1026100,27.88999939
2011/7/20,30.44000053,27.79999924,28,28.69000053,3048300,28.69000053
2011/7/21,29.15999985,28.10000038,28.90999985,28.70000076,1011500,28.70000076
2011/7/22,29.54000092,28.54999924,28.70000076,29.29000092,583500,29.29000092
2011/7/25,29.25,28.44000053,29.01000023,28.48999977,673300,28.48999977
2011/7/26,28.77000046,27.96999931,28.30999947,28,760600,28
2011/7/27,28.5,27.51000023,28.5,27.63999939,958500,27.63999939
2011/7/28,28.54999924,27.54000092,27.60000038,28.17000008,938700,28.17000008
2011/7/29,28.39999962,27.5,27.79999924,28.17000008,948200,28.17000008
2011/8/1,28.97999954,28.20999908,28.67000008,28.77000046,1164900,28.77000046
2011/8/2,29.20000076,27.27000046,28.69000053,27.34000015,1549400,27.34000015
2011/8/3,27.82999992,26.34000015,27.5,27.20000076,1794500,27.20000076
2011/8/4,26.88999939,24.67000008,26.51000023,24.75,3064500,24.75
2011/8/5,25.37999916,22.82999992,24.98999977,24.23999977,1964400,24.23999977
2011/8/8,24.44000053,23.10000038,23.10000038,23.63999939,2608500,23.63999939
2011/8/9,25.45000076,23.70000076,24.14999962,25.05999947,1333400,25.05999947
2011/8/10,25.44000053,23.62999916,25.44000053,23.81999969,1564200,23.81999969
2011/8/11,25.75,24,24.04000092,25.29999924,836500,25.29999924
2011/8/12,27.13999939,25.36000061,25.60000038,26.30999947,1009100,26.30999947
2011/8/15,26.75,25.93000031,26.62000084,26.22999954,738600,26.22999954
2011/8/16,26.54000092,25.82999992,26.12999916,26.10000038,537700,26.10000038
2011/8/17,26.64999962,25.51000023,26.38999939,25.82999992,643700,25.82999992
2011/8/18,25.14999962,23.46999931,25,24.26000023,1056600,24.26000023
2011/8/19,24.21999931,22,23.86000061,22.29999924,1375300,22.29999924
2011/8/22,23.79999924,21.68000031,23.11000061,21.95000076,986100,21.95000076
2011/8/23,23.11000061,21.5,21.93000031,22.95999908,869000,22.95999908
2011/8/24,23.93000031,22.82999992,23.10000038,23.87000084,684300,23.87000084
2011/8/25,23.87000084,22.89999962,23.87000084,23.11000061,679800,23.11000061
2011/8/26,23.95000076,22.06999969,22.70999908,23.72999954,761800,23.72999954
2011/8/29,24.85000038,24.02000046,24.21999931,24.70999908,803400,24.70999908
2011/8/30,24.77000046,24.09000015,24.5,24.62999916,366200,24.62999916
2011/8/31,25.5,24.28000069,24.79999924,24.73999977,823800,24.73999977
2011/9/1,24.87000084,23.84000015,24.65999985,24,848100,24
2011/9/2,23.98999977,22.68000031,23.65999985,23.06999969,769900,23.06999969
2011/9/6,23.20000076,22.29000092,22.5,22.94000053,809800,22.94000053
2011/9/7,24,23.28000069,23.38999939,23.84000015,459200,23.84000015
2011/9/8,24.03000069,23.28000069,23.57999992,23.61000061,505700,23.61000061
2011/9/9,23.56999969,22.54999924,23.37000084,22.96999931,669300,22.96999931
2011/9/12,23.30999947,22.45000076,22.5,22.87999916,566600,22.87999916
2011/9/13,24.10000038,22.75,23.01000023,24.07999992,726500,24.07999992
2011/9/14,24.84000015,23.79000092,24.25,24.34000015,830800,24.34000015
2011/9/15,24.93000031,24.32999992,24.57999992,24.81999969,562600,24.81999969
2011/9/16,25.84000015,24.48999977,24.78000069,25.79999924,1417100,25.79999924
2011/9/19,25.80999947,23.81999969,24.95000076,25.77000046,1157400,25.77000046
2011/9/20,26.60000038,25.67000008,25.97999954,26.01000023,1180400,26.01000023
2011/9/21,26.95000076,25.70000076,25.95000076,25.85000038,987600,25.85000038
2011/9/22,26.11000061,24.87999916,25.63999939,25.62999916,775800,25.62999916
2011/9/23,26.62000084,25.35000038,25.48999977,26.37999916,1156400,26.37999916
2011/9/26,26.52000046,24.89999962,26.52000046,25.52000046,934800,25.52000046
2011/9/27,26.98999977,25.56999969,26,26.19000053,674500,26.19000053
2011/9/28,26.5,24.51000023,26,24.59000015,723300,24.59000015
2011/9/29,25.81999969,23.54999924,25.71999931,24.12000084,929600,24.12000084
2011/9/30,24.88999939,23.48999977,24.79999924,24.38999939,1336100,24.38999939
2011/10/3,25,23.25,24.95000076,23.72999954,1023200,23.72999954
2011/10/4,24.31999969,22.93000031,23.29000092,23.65999985,1200300,23.65999985
2011/10/5,25.84000015,23.35000038,24.03000069,25.37000084,1229500,25.37000084
2011/10/6,27.60000038,25.02000046,25.37000084,26.95999908,1769100,26.95999908
2011/10/7,27.60000038,26.04999924,26.97999954,26.98999977,1311600,26.98999977
2011/10/10,28.18000031,27,27.30999947,27.87999916,923500,27.87999916
2011/10/11,27.77000046,27.09000015,27.51000023,27.61000061,575700,27.61000061
2011/10/12,28,27.20000076,27.25,27.79999924,1123400,27.79999924
2011/10/13,28.46999931,27.44000053,27.62999916,27.94000053,1043500,27.94000053
2011/10/14,28.54999924,27.26000023,28,28.04999924,1400500,28.04999924
2011/10/17,28,27.26000023,27.86000061,27.42000008,754500,27.42000008
2011/10/18,28.43000031,26.70999908,27.29999924,28.34000015,999700,28.34000015
2011/10/19,28.05999947,27.29999924,28.02000046,27.56999969,792900,27.56999969
2011/10/20,27.46999931,27,27.44000053,27.34000015,999700,27.34000015
2011/10/21,28.29999924,27.01000023,27.39999962,28.03000069,1142600,28.03000069
2011/10/24,28.88999939,27.75,27.87000084,28.54999924,940600,28.54999924
2011/10/25,28.86000061,27.79999924,28.22999954,28.25,654400,28.25
2011/10/26,28.37000084,27.39999962,28.19000053,27.97999954,510500,27.97999954
2011/10/27,28.95000076,28.11000061,28.34000015,28.76000023,869400,28.76000023
2011/10/28,30,28.01000023,28.5,29.87000084,1264000,29.87000084
2011/10/31,29.51000023,28.75,29.5,29.37000084,1134000,29.37000084
2011/11/1,28.92000008,28,28.38999939,28.87999916,635200,28.87999916
2011/11/2,29.26000023,28.25,29,28.70999908,875300,28.70999908
2011/11/3,32.49000168,29.53000069,30,32.45999908,2509700,32.45999908
2011/11/4,32.40000153,30.51000023,31.45999908,32.31000137,3032900,32.31000137
2011/11/7,32,30.75,31.63999939,31.27000046,1266300,31.27000046
2011/11/8,32,30.71999931,31.37000084,31.84000015,1167900,31.84000015
2011/11/9,31.48999977,30.29999924,30.87000084,30.87999916,953700,30.87999916
2011/11/10,31.5,30.64999962,30.94000053,31.32999992,747300,31.32999992
2011/11/11,34.5,30.56999969,31.89999962,33.63999939,3868300,33.63999939
2011/11/14,33.54000092,32.61999893,33,33.22000122,1325700,33.22000122
2011/11/15,34.40000153,32.72999954,32.91999817,33.93000031,891000,33.93000031
2011/11/16,35,33.40000153,33.47999954,34.93999863,1833200,34.93999863
2011/11/17,34.90000153,33.18999863,34.5,33.68000031,1349300,33.68000031
2011/11/18,34.11000061,32.54000092,33.63999939,32.59999847,902800,32.59999847
2011/11/21,32.43999863,31.04999924,32.43999863,31.76000023,1031600,31.76000023
2011/11/22,32.79000092,31.04999924,31.76000023,32.06999969,732600,32.06999969
2011/11/23,32.04999924,31.25,31.76000023,31.45000076,451800,31.45000076
2011/11/25,32.40999985,31.07999992,31.54999924,31.65999985,239600,31.65999985
